areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,North East,E12000001,2020-08-31,3,16404
region,North East,E12000001,2020-08-30,60,16401
region,North East,E12000001,2020-08-29,77,16341
region,North East,E12000001,2020-08-28,55,16264
region,North East,E12000001,2020-08-27,57,16209
region,North East,E12000001,2020-08-26,61,16152
region,North East,E12000001,2020-08-25,48,16091
region,North East,E12000001,2020-08-24,38,16043
region,North East,E12000001,2020-08-23,22,16005
region,North East,E12000001,2020-08-22,33,15983
region,North East,E12000001,2020-08-21,42,15950
region,North East,E12000001,2020-08-20,43,15908
region,North East,E12000001,2020-08-19,47,15865
region,North East,E12000001,2020-08-18,35,15818
region,North East,E12000001,2020-08-17,31,15783
region,North East,E12000001,2020-08-16,11,15752
region,North East,E12000001,2020-08-15,18,15741
region,North East,E12000001,2020-08-14,31,15723
region,North East,E12000001,2020-08-13,53,15692
region,North East,E12000001,2020-08-12,39,15639
region,North East,E12000001,2020-08-11,45,15600
region,North East,E12000001,2020-08-10,21,15555
region,North East,E12000001,2020-08-09,15,15534
region,North East,E12000001,2020-08-08,12,15519
region,North East,E12000001,2020-08-07,14,15507
region,North East,E12000001,2020-08-06,23,15493
region,North East,E12000001,2020-08-05,30,15470
region,North East,E12000001,2020-08-04,19,15440
region,North East,E12000001,2020-08-03,19,15421
region,North East,E12000001,2020-08-02,16,15402
region,North East,E12000001,2020-08-01,9,15386
region,North East,E12000001,2020-07-31,12,15377
region,North East,E12000001,2020-07-30,15,15365
region,North East,E12000001,2020-07-29,21,15350
region,North East,E12000001,2020-07-28,5,15329
region,North East,E12000001,2020-07-27,9,15324
region,North East,E12000001,2020-07-26,7,15315
region,North East,E12000001,2020-07-25,5,15308
region,North East,E12000001,2020-07-24,7,15303
region,North East,E12000001,2020-07-23,8,15296
region,North East,E12000001,2020-07-22,16,15288
region,North East,E12000001,2020-07-21,14,15272
region,North East,E12000001,2020-07-20,11,15258
region,North East,E12000001,2020-07-19,7,15247
region,North East,E12000001,2020-07-18,4,15240
region,North East,E12000001,2020-07-17,10,15236
region,North East,E12000001,2020-07-16,15,15226
region,North East,E12000001,2020-07-15,16,15211
region,North East,E12000001,2020-07-14,12,15195
region,North East,E12000001,2020-07-13,8,15183
region,North East,E12000001,2020-07-12,3,15175
region,North East,E12000001,2020-07-11,7,15172
region,North East,E12000001,2020-07-10,10,15165
region,North East,E12000001,2020-07-09,17,15155
region,North East,E12000001,2020-07-08,12,15138
region,North East,E12000001,2020-07-07,12,15126
region,North East,E12000001,2020-07-06,11,15114
region,North East,E12000001,2020-07-05,4,15103
region,North East,E12000001,2020-07-04,9,15099
region,North East,E12000001,2020-07-03,8,15090
region,North East,E12000001,2020-07-02,9,15082
region,North East,E12000001,2020-07-01,7,15073
region,North East,E12000001,2020-06-30,11,15066
region,North East,E12000001,2020-06-29,11,15055
region,North East,E12000001,2020-06-28,9,15044
region,North East,E12000001,2020-06-27,14,15035
region,North East,E12000001,2020-06-26,8,15021
region,North East,E12000001,2020-06-25,12,15013
region,North East,E12000001,2020-06-24,11,15001
region,North East,E12000001,2020-06-23,26,14990
region,North East,E12000001,2020-06-22,24,14964
region,North East,E12000001,2020-06-21,4,14940
region,North East,E12000001,2020-06-20,17,14936
region,North East,E12000001,2020-06-19,14,14919
region,North East,E12000001,2020-06-18,23,14905
region,North East,E12000001,2020-06-17,19,14882
region,North East,E12000001,2020-06-16,18,14863
region,North East,E12000001,2020-06-15,32,14845
region,North East,E12000001,2020-06-14,31,14813
region,North East,E12000001,2020-06-13,31,14782
region,North East,E12000001,2020-06-12,40,14751
region,North East,E12000001,2020-06-11,23,14711
region,North East,E12000001,2020-06-10,37,14688
region,North East,E12000001,2020-06-09,40,14651
region,North East,E12000001,2020-06-08,34,14611
region,North East,E12000001,2020-06-07,17,14577
region,North East,E12000001,2020-06-06,28,14560
region,North East,E12000001,2020-06-05,42,14532
region,North East,E12000001,2020-06-04,60,14490
region,North East,E12000001,2020-06-03,51,14430
region,North East,E12000001,2020-06-02,59,14379
region,North East,E12000001,2020-06-01,70,14320
region,North East,E12000001,2020-05-31,46,14250
region,North East,E12000001,2020-05-30,47,14204
region,North East,E12000001,2020-05-29,70,14157
region,North East,E12000001,2020-05-28,49,14087
region,North East,E12000001,2020-05-27,115,14038
region,North East,E12000001,2020-05-26,100,13923
region,North East,E12000001,2020-05-25,60,13823
region,North East,E12000001,2020-05-24,77,13763
region,North East,E12000001,2020-05-23,75,13686
region,North East,E12000001,2020-05-22,95,13611
region,North East,E12000001,2020-05-21,130,13516
region,North East,E12000001,2020-05-20,131,13386
region,North East,E12000001,2020-05-19,123,13255
region,North East,E12000001,2020-05-18,147,13132
region,North East,E12000001,2020-05-17,98,12985
region,North East,E12000001,2020-05-16,126,12887
region,North East,E12000001,2020-05-15,137,12761
region,North East,E12000001,2020-05-14,138,12624
region,North East,E12000001,2020-05-13,144,12486
region,North East,E12000001,2020-05-12,220,12342
region,North East,E12000001,2020-05-11,228,12122
region,North East,E12000001,2020-05-10,150,11894
region,North East,E12000001,2020-05-09,150,11744
region,North East,E12000001,2020-05-08,159,11594
region,North East,E12000001,2020-05-07,199,11435
region,North East,E12000001,2020-05-06,243,11236
region,North East,E12000001,2020-05-05,251,10993
region,North East,E12000001,2020-05-04,233,10742
region,North East,E12000001,2020-05-03,163,10509
region,North East,E12000001,2020-05-02,183,10346
region,North East,E12000001,2020-05-01,273,10163
region,North East,E12000001,2020-04-30,383,9890
region,North East,E12000001,2020-04-29,360,9507
region,North East,E12000001,2020-04-28,360,9147
region,North East,E12000001,2020-04-27,284,8787
region,North East,E12000001,2020-04-26,159,8503
region,North East,E12000001,2020-04-25,215,8344
region,North East,E12000001,2020-04-24,332,8129
region,North East,E12000001,2020-04-23,330,7797
region,North East,E12000001,2020-04-22,361,7467
region,North East,E12000001,2020-04-21,288,7106
region,North East,E12000001,2020-04-20,315,6818
region,North East,E12000001,2020-04-19,276,6503
region,North East,E12000001,2020-04-18,380,6227
region,North East,E12000001,2020-04-17,293,5847
region,North East,E12000001,2020-04-16,295,5554
region,North East,E12000001,2020-04-15,284,5259
region,North East,E12000001,2020-04-14,257,4975
region,North East,E12000001,2020-04-13,232,4718
region,North East,E12000001,2020-04-12,201,4486
region,North East,E12000001,2020-04-11,267,4285
region,North East,E12000001,2020-04-10,245,4018
region,North East,E12000001,2020-04-09,314,3773
region,North East,E12000001,2020-04-08,292,3459
region,North East,E12000001,2020-04-07,350,3167
region,North East,E12000001,2020-04-06,375,2817
region,North East,E12000001,2020-04-05,221,2442
region,North East,E12000001,2020-04-04,254,2221
region,North East,E12000001,2020-04-03,261,1967
region,North East,E12000001,2020-04-02,219,1706
region,North East,E12000001,2020-04-01,307,1487
region,North East,E12000001,2020-03-31,211,1180
region,North East,E12000001,2020-03-30,176,969
region,North East,E12000001,2020-03-29,107,793
region,North East,E12000001,2020-03-28,113,686
region,North East,E12000001,2020-03-27,102,573
region,North East,E12000001,2020-03-26,97,471
region,North East,E12000001,2020-03-25,76,374
region,North East,E12000001,2020-03-24,76,298
region,North East,E12000001,2020-03-23,58,222
region,North East,E12000001,2020-03-22,20,164
region,North East,E12000001,2020-03-21,23,144
region,North East,E12000001,2020-03-20,26,121
region,North East,E12000001,2020-03-19,19,95
region,North East,E12000001,2020-03-18,14,76
region,North East,E12000001,2020-03-17,16,62
region,North East,E12000001,2020-03-16,7,46
region,North East,E12000001,2020-03-15,10,39
region,North East,E12000001,2020-03-14,6,29
region,North East,E12000001,2020-03-13,6,23
region,North East,E12000001,2020-03-12,2,17
region,North East,E12000001,2020-03-11,1,15
region,North East,E12000001,2020-03-10,4,14
region,North East,E12000001,2020-03-09,3,10
region,North East,E12000001,2020-03-08,0,7
region,North East,E12000001,2020-03-07,2,7
region,North East,E12000001,2020-03-06,1,5
region,North East,E12000001,2020-03-05,2,4
region,North East,E12000001,2020-03-04,1,2
region,North East,E12000001,2020-03-03,0,1
region,North East,E12000001,2020-03-02,1,1
